# 3D presynaptic soma location file; only valid with input map realization:
# /nas1/Data_regger/AXON_SAGA/Axon4/PassiveTouch/L5tt/network_embedding/postsynaptic_location/3x3_C2_sampling/B3border/86_L5_CDK20041214_nr3L5B_dend_PC_neuron_transform_registered_C2_B3border_synapses_20150504-1959_11710/presynaptic_somata/presynaptic_somata.csv
# Type - cell ID - soma x - soma y - soma z

L45Peak_D1	0	-230.213	-59.857	-241.177
L45Peak_D1	1	-234.207	-143.888	-115.784
L45Peak_D1	2	-258.603	108.652	-301.566
L45Peak_D3	0	339.171	79.077	-418.960
L45Peak_D3	1	435.524	156.256	-51.129
L45Peak_D2	0	-124.904	-102.791	-89.102
L45Peak_D2	1	62.432	-14.042	-62.920
L45Peak_D2	2	193.821	-166.129	-281.097
L45Peak_D2	3	-25.680	-29.506	-174.093
L45Peak_D2	4	-167.563	-33.639	-122.854
L45Peak_D2	5	57.612	-81.049	-180.927
L45Peak_D2	6	141.069	31.096	-169.553
L45Peak_D2	7	-59.426	21.044	-268.410
L45Peak_D2	8	-199.155	44.133	-119.801
L45Peak_D2	9	-107.831	-192.810	-131.556
L5tt_B3	0	211.186	648.803	-549.258
L5tt_B3	1	50.932	752.116	-471.955
L5tt_B3	2	1.526	552.788	-532.839
L5tt_B3	3	-13.782	762.528	-532.398
L5tt_B3	4	54.597	743.354	-580.872
L5tt_B3	5	198.566	537.779	-503.886
L5tt_B3	6	141.979	638.904	-497.042
L5tt_B3	7	51.008	544.131	-447.682
L5tt_B3	8	24.293	562.130	-332.771
L5tt_B3	9	265.196	697.357	-530.895
L5tt_B3	10	130.323	811.878	-342.688
L5tt_B3	11	161.548	854.587	-455.520
L5tt_B3	12	110.912	852.156	-453.494
L5tt_B3	13	127.527	690.465	-463.980
L5tt_B3	14	50.733	827.382	-422.863
L5tt_B3	15	130.384	746.595	-593.214
L5tt_B3	16	145.870	653.083	-464.293
L5tt_B3	17	170.854	513.387	-414.337
L5tt_B3	18	148.397	825.755	-369.184
L5tt_B3	19	-11.301	619.991	-461.947
L5tt_B3	20	131.516	629.894	-498.404
L5tt_B3	21	61.062	807.096	-531.410
L5tt_B3	22	180.743	566.899	-465.255
L5tt_B3	23	176.074	606.944	-485.370
L5tt_B3	24	119.420	854.433	-474.800
L5tt_B3	25	223.696	724.436	-553.164
L5tt_B3	26	159.533	807.460	-574.035
L5tt_B3	27	177.380	794.507	-534.250
L5tt_B3	28	205.247	707.748	-620.682
L5tt_B3	29	-7.164	785.890	-510.859
L5tt_B3	30	117.544	540.097	-453.322
L5tt_B3	31	123.431	746.680	-522.971
L5tt_B3	32	222.181	711.811	-493.875
L5tt_B3	33	161.446	852.836	-461.748
L5tt_B3	34	84.034	560.943	-593.630
L5tt_B3	35	166.849	648.172	-341.268
L5tt_B3	36	89.649	781.001	-344.264
L5tt_B3	37	80.383	666.535	-487.133
L5tt_B3	38	226.542	652.878	-442.927
L5tt_B3	39	215.872	604.466	-532.654
L5tt_B3	40	71.776	635.803	-316.196
L5tt_B3	41	-25.728	566.478	-484.517
L5tt_B3	42	79.143	624.886	-513.367
L5tt_B3	43	-3.093	800.726	-505.458
L5tt_B3	44	106.646	838.903	-501.143
L5tt_B3	45	80.347	700.915	-595.616
L5tt_B3	46	239.465	697.040	-571.303
L5tt_B3	47	77.010	812.338	-507.294
L5tt_B3	48	130.256	785.148	-533.060
L5tt_B3	49	53.874	759.569	-571.203
L5tt_B3	50	55.622	768.656	-466.017
L5tt_B3	51	104.200	560.672	-472.117
L5tt_B3	52	242.944	591.355	-532.879
L5tt_B3	53	266.241	730.110	-454.310
L5tt_B3	54	79.998	766.557	-482.539
L5tt_B3	55	151.477	744.668	-438.169
L5tt_B3	56	156.732	565.163	-447.424
L5tt_B3	57	191.001	565.905	-462.096
L5tt_B3	58	220.995	783.120	-489.255
L5tt_B3	59	78.121	789.121	-528.322
L5tt_B3	60	135.297	572.073	-607.338
L5tt_B3	61	109.633	476.740	-597.173
L5tt_B3	62	275.088	565.795	-443.541
L5tt_B3	63	259.122	629.509	-499.356
L5tt_B3	64	170.170	554.045	-602.260
L5tt_B3	65	63.831	630.794	-483.598
L5tt_B3	66	4.938	630.513	-423.594
L5tt_B3	67	68.684	825.643	-424.190
L5tt_B3	68	48.115	665.216	-430.700
L5tt_B3	69	61.039	514.950	-467.692
L5tt_B3	70	29.393	645.860	-532.275
L5tt_B3	71	105.644	734.878	-548.456
L5tt_B3	72	241.273	778.602	-417.525
L5tt_B3	73	71.082	806.939	-464.028
L5tt_B3	74	11.788	674.851	-552.255
L5tt_B3	75	-9.925	674.197	-461.066
L5tt_B3	76	27.012	704.188	-463.589
L5tt_B3	77	222.721	596.146	-560.105
L5tt_B3	78	11.904	822.339	-453.046
L5tt_B3	79	208.109	806.857	-389.358
L5tt_B3	80	239.324	784.192	-500.897
L5tt_B3	81	150.926	499.252	-533.226
L5tt_B3	82	175.456	661.385	-590.312
L5tt_B3	83	155.333	774.110	-367.717
L5tt_B3	84	253.817	820.949	-389.198
L5tt_B3	85	238.429	532.923	-575.912
L5tt_B3	86	119.140	753.221	-354.755
L5tt_B3	87	267.797	620.695	-361.830
L5tt_B3	88	75.138	815.637	-466.254
L5tt_B3	89	12.350	804.233	-568.635
L5tt_B3	90	218.082	762.478	-422.388
L5tt_B3	91	247.368	710.346	-464.702
L5tt_B3	92	72.995	593.104	-530.717
L5tt_B3	93	222.569	789.558	-458.383
L5tt_B3	94	185.688	825.158	-341.463
L5tt_B3	95	189.119	745.889	-446.903
L5tt_B3	96	189.859	681.619	-600.179
L5tt_B3	97	127.096	812.053	-545.328
L5tt_B3	98	195.849	745.658	-486.342
L5tt_B3	99	131.652	544.204	-555.927
L5tt_B3	100	67.730	602.170	-572.628
L5tt_B3	101	63.303	539.181	-479.932
L2_C1	0	-681.770	518.094	492.466
L2_C1	1	-671.154	621.387	549.529
L2_C1	2	-510.113	255.997	458.536
L2_C1	3	-544.773	485.802	516.532
L2_C1	4	-638.891	608.986	431.453
L2_C1	5	-537.742	326.080	564.527
L2_C1	6	-339.339	344.481	503.844
L2_C1	7	-496.741	377.500	282.256
L2_C1	8	-308.495	439.744	396.241
L2_C1	9	-478.650	506.267	485.412
L2_C1	10	-324.286	298.507	467.070
L2_C1	11	-338.121	290.574	548.370
L2_C1	12	-526.850	565.553	448.049
L2_C1	13	-572.081	318.099	493.787
L2_C1	14	-333.794	533.035	420.416
L2_C1	15	-425.190	473.426	353.116
